titulo,genero,diretor,classificacao,ano,avaliacao,pais_origem
Filme 4877,Terror,Mike Newell,0,1998,7.4,Dinamarca
Filme 244,Suspense,Carol Reed,14,1949,8.4,França
Filme 3173,Comédia,João Batista de Andrade,10,2003,8.1,Índia
Filme 1340,Faroeste,Vittorio De Sica,12,2019,8.1,Argentina
Filme 4848,Guerra,Richard Marquand,18,1997,4.2,Canadá
Filme 3586,Sátira,Carlos Diegues,12,1996,5.6,Itália
Filme 406,Histórico,Alfonso Cuarón,16,1996,9.2,Itália
Filme 1443,Aventura,Damien Chazelle,4,2001,8.0,Reino Unido
Filme 262,Comédia,Roman Polanski,18,1967,7.6,Estados Unidos
Filme 4962,Ação,David Slade,4,2016,8.7,Estados Unidos
Filme 1690,Animação,Sofia Coppola,4,1963,5.4,Espanha
Filme 1726,Ação,Sam Mendes,10,2018,9.9,Itália
Filme 1204,Épico,Brian De Palma,18,1952,5.2,França
Filme 835,Sátira,Miyazaki Hayao,14,2021,5.1,Irlanda
Filme 1867,Épico,Roberto Rossellini,16,1999,4.2,Japão
Filme 2497,Animação,Christopher McQuarrie,18,1995,6.3,Dinamarca
Filme 3017,Ficção Científica,Mel Gibson,18,1956,6.5,Dinamarca
Filme 4099,Suspense,Juan José Campanella,0,2000,7.9,Noruega
Filme 2011,Drama,Stanley Donen,4,1942,8.9,Coreia do Sul
Filme 4349,Drama,George P. Cosmatos,0,1988,9.9,Austrália
Filme 341,Romance,Michel Gondry,14,2004,8.3,Brasil
Filme 3536,Suspense,Selton Mello,4,2023,7.8,Suécia
Filme 1602,Faroeste,Jim Jarmusch,0,2002,4.5,Estados Unidos
Filme 2797,Animação,Michel Gondry,0,1991,8.9,Dinamarca
Filme 3555,Drama,Selton Mello,16,1954,8.4,Irlanda
Filme 5105,Histórico,Richard Curtis,12,1995,9.6,Alemanha
Filme 481,Musical,Martin Scorsese,14,2011,8.4,Brasil
Filme 4403,Faroeste,John Lasseter,4,1965,9.8,Reino Unido
Filme 2786,Aventura,Andrew Niccol,10,2001,8.6,Itália
Filme 1524,Ação,Victor Fleming,10,2019,9.5,França
Filme 4460,Fantasia,Paul Greengrass,16,1961,5.4,Argentina
Filme 4832,Fantasia,Richard Marquand,18,1993,7.5,México
Filme 5042,Musical,Thea Sharrock,4,1991,8.4,Estados Unidos
Filme 3608,Ficção Científica,Daniel Filho,16,2014,6.2,Canadá
Filme 800,Crime,Patty Jenkins,10,1984,4.2,Argentina
Filme 1767,Suspense,William Wyler,14,1920,7.8,Japão
Filme 4868,Crime,Mike Newell,12,1996,8.5,Canadá
Filme 3795,Crime,Cláudio Torres,0,1947,5.3,Irlanda
Filme 2454,Ficção Científica,Rob Marshall,14,1963,6.8,China
Filme 3401,Aventura,Michael Jelenic,0,2022,7.7,Brasil
Filme 4305,Guerra,John McTiernan,10,1922,9.8,Alemanha
Filme 4412,Romance,John Lasseter,18,1941,4.2,México
Filme 5086,Ação,Scott Hicks,10,1927,7.9,Itália
Filme 364,Ação,Alfonso Cuarón,18,2023,7.4,França
Filme 1272,Suspense,Milos Forman,12,1968,5.2,México
Filme 5156,Épico,Michael Hoffman,12,1980,6.9,Suécia
Filme 4898,Histórico,Todd Phillips,12,1920,8.2,Nova Zelândia
Filme 3663,Guerra,Pedro Amorim,14,1963,8.0,Reino Unido
Filme 5098,Comédia,Richard Curtis,10,1933,6.9,Nova Zelândia
Filme 4507,Drama,Christopher Nolan,14,2020,7.0,Japão
Filme 348,Romance,Ridley Scott,16,1997,8.7,Canadá
Filme 4743,Suspense,Anthony Minghella,0,1926,7.8,Reino Unido
Filme 5024,Ficção Científica,Thea Sharrock,12,1941,8.5,França
Filme 2563,Drama,Cecil B. DeMille,12,1922,6.3,Reino Unido
Filme 3028,Sátira,Mel Gibson,10,1976,9.3,Canadá
Filme 4989,Drama,Joe Wright,0,1970,5.4,Austrália
Filme 1424,Guerra,Damien Chazelle,14,1973,8.2,França
Filme 657,Crime,Chloé Zhao,14,1977,5.5,Dinamarca
Filme 3793,Romance,Cláudio Torres,4,1991,9.3,Índia
Filme 5014,Histórico,Nick Cassavetes,10,2015,8.6,China
Filme 2103,Ação,José Alvarenga Jr.,14,1973,4.5,Reino Unido
Filme 633,Aventura,Wes Anderson,14,2003,4.5,Índia
Filme 4774,Animação,Joseph Kosinski,16,2019,8.5,China
Filme 2494,Guerra,Christopher McQuarrie,0,1968,5.6,China
Filme 2666,Terror,James Mangold,14,2003,6.2,Itália
Filme 3809,Musical,Caito Ortiz,4,1957,6.5,Austrália
Filme 4215,Comédia,Anselmo Duarte,10,1966,7.0,Irlanda
Filme 3913,Drama,Paulo Morelli,16,1960,9.8,Índia
Filme 3774,Histórico,Marcus Baldini,10,1985,7.4,China
Filme 4174,Fantasia,José Padilha,16,1989,7.5,China
Filme 2501,Faroeste,Christopher McQuarrie,14,1964,7.0,Brasil
Filme 1466,Faroeste,Charlie Chaplin,10,2020,5.4,Itália
Filme 5421,Biografia,David Lean,4,1960,4.5,Brasil
Filme 116,Ação,Brian De Palma,16,1996,7.1,Suécia
Filme 1822,Biografia,Charlie Kaufman,16,2015,6.7,Estados Unidos
Filme 1495,Documentário,Darren Aronofsky,16,2006,4.5,Irlanda
Filme 2402,Comédia,James Gunn,16,1960,4.8,Estados Unidos
Filme 1233,Faroeste,Kleber Mendonça Filho,16,1954,4.9,Índia
Filme 2662,Ficção Científica,James Mangold,16,2012,8.8,Estados Unidos
Filme 2818,Aventura,Noah Baumbach,18,1959,9.9,Nova Zelândia
Filme 4047,Biografia,Park Chan-wook,0,2004,4.9,Japão
Filme 4972,Musical,David Slade,12,1997,6.3,México
Filme 1154,Animação,Francis Ford Coppola,14,1954,6.8,China
Filme 4326,Romance,John McTiernan,0,1980,5.7,Itália
Filme 58,Suspense,Pedro Almodóvar,18,2011,7.6,Nova Zelândia
Filme 4023,Biografia,Luc Besson,0,2013,5.6,Reino Unido
Filme 3794,Sátira,Cláudio Torres,16,1957,5.3,China
Filme 5265,Épico,Cláudio Torres,14,1940,5.0,Alemanha
Filme 5378,Documentário,Fernando Coimbra,10,2025,5.8,Nova Zelândia
Filme 1736,Romance,Sam Mendes,18,1994,5.7,Suécia
Filme 2824,Musical,Noah Baumbach,0,2021,7.9,França
Filme 2197,Faroeste,Afonso Poyart,18,1957,7.3,Dinamarca
Filme 160,Romance,Anthony Minghella,16,1996,7.4,Argentina
Filme 2476,Terror,Louis Leterrier,12,1968,5.4,Suécia
Filme 2565,Aventura,Cecil B. DeMille,16,1987,6.2,Alemanha
Filme 3740,Crime,Vinicius Amorim,12,1971,8.1,Argentina
Filme 3498,Crime,Fernando Coimbra,12,1998,5.5,Nova Zelândia
Filme 2609,Faroeste,Irvin Kershner,10,2004,6.1,Austrália
Filme 4210,Suspense,Anselmo Duarte,4,2014,8.9,Espanha
Filme 708,Épico,Fernando Meirelles,12,2006,5.5,Canadá
Filme 3047,Romance,Tom Hooper,10,1941,8.2,Japão
Filme 4652,Faroeste,Gerard Johnstone,0,1996,4.2,México
Filme 1094,Musical,George Lucas,4,1958,8.6,China
Filme 4156,Aventura,Walter Salles,18,1960,5.5,Suécia
Filme 1377,Histórico,Fritz Lang,18,1971,5.3,Dinamarca
Filme 5343,Faroeste,William Wyler,16,1922,6.3,Reino Unido
Filme 73,Drama,Beto Brant,16,2002,7.5,Índia
Filme 1923,Suspense,Michael Cimino,10,2023,6.6,Reino Unido
Filme 3756,Ficção Científica,Marcus Baldini,4,1982,6.1,Suécia
Filme 1765,Sátira,William Wyler,0,1966,8.0,Alemanha
Filme 744,Drama,Jane Campion,4,1974,5.3,França
Filme 4170,Animação,José Padilha,4,1993,5.3,Espanha
Filme 1006,Fantasia,Alfred Hitchcock,10,1948,7.0,Itália
Filme 2669,Romance,James Mangold,14,2005,6.0,Austrália
Filme 1191,Documentário,James Cameron,12,1975,7.6,Coreia do Sul
Filme 4820,Musical,Rob Cohen,12,1969,5.9,Argentina
Filme 2602,Drama,Irvin Kershner,10,1989,7.8,Estados Unidos
Filme 1126,Romance,Federico Fellini,0,2023,8.5,Itália
Filme 1242,Animação,Kleber Mendonça Filho,4,1963,5.6,Estados Unidos
Filme 4473,Ficção Científica,Tom McCarthy,18,1974,6.2,Índia
Filme 4495,Faroeste,Tom McCarthy,10,1926,8.4,Irlanda
Filme 4074,Crime,Galder Gaztelu-Urrutia,14,1971,6.0,China
Filme 999,Faroeste,Alfred Hitchcock,14,1946,8.8,Noruega
Filme 4012,Romance,George Miller,12,1947,9.9,México
Filme 3363,Documentário,Lee Unkrich,16,1980,9.9,Reino Unido
Filme 2685,Terror,Matt Ross,10,1947,5.0,Alemanha
Filme 1578,Animação,Lana Wachowski,14,1984,9.9,Nova Zelândia
Filme 5208,Documentário,Roman Polanski,14,1957,7.1,Canadá
Filme 1827,Sátira,Charlie Kaufman,16,1970,8.2,Japão
Filme 4265,Guerra,Heitor Dhalia,14,1997,7.7,Alemanha
Filme 5425,Ação,Steven Spilberg,12,2022,4.5,Alemanha
Filme 4273,Biografia,Heitor Dhalia,14,1971,5.9,Índia
Filme 4501,Terror,Christopher Nolan,0,1970,4.9,Brasil
Filme 441,Ficção Científica,Jane Campion,18,2000,5.4,Brasil
Filme 5384,Terror,Joe Wright,4,2010,9.6,França
Filme 1101,Faroeste,Roberto Santucci,0,1994,6.2,Brasil
Filme 2638,Sátira,Roberto Benigni,10,1950,6.8,Nova Zelândia
Filme 3621,Documentário,Daniel Filho,16,1977,6.7,Brasil
Filme 650,Crime,Federico Fellini,18,1946,6.8,Espanha
Filme 1547,Terror,Robert Eggers,12,1986,9.4,Japão
Filme 3232,Sátira,Ingmar Bergman,16,2011,8.0,México
Filme 4727,Drama,Mike Nichols,4,2000,5.8,Japão
Filme 4155,Crime,Walter Salles,0,1920,6.0,Irlanda
Filme 3746,Animação,Vinicius Amorim,12,1997,5.3,Itália
Filme 3771,Romance,Marcus Baldini,0,1953,8.4,Coreia do Sul
Filme 4258,Terror,Heitor Dhalia,14,1988,7.5,Nova Zelândia
Filme 631,Aventura,Catherine Hardwicke,0,2014,8.2,Coreia do Sul
Filme 673,Sátira,James Gray,18,2004,5.5,Índia
Filme 1250,Épico,Blake Edwards,10,1969,8.9,Espanha
Filme 3412,Épico,Michael Jelenic,10,2003,6.5,México
Filme 483,Drama,Lulu Wang,12,1987,5.8,Reino Unido
Filme 1585,Comédia,Lana Wachowski,16,1927,8.7,Alemanha
Filme 3784,Aventura,Cláudio Torres,10,1987,9.2,França
Filme 5028,Épico,Thea Sharrock,0,1998,7.4,Canadá
Filme 3600,Comédia,Carlos Diegues,18,1922,9.8,Argentina
Filme 1463,Fantasia,Charlie Chaplin,4,1927,6.9,Reino Unido
Filme 3041,Sátira,Tom Hooper,14,1957,4.9,Brasil
Filme 4370,Ação,M. Night Shyamalan,4,1946,7.1,Espanha
Filme 4712,Drama,Mike Nichols,10,1948,8.5,México
Filme 5415,Faroeste,Marcos Jorge,10,1994,9.9,Irlanda
Filme 3274,Épico,Bob Persichetti,0,1980,9.7,China
Filme 3239,Musical,Ingmar Bergman,4,2006,5.2,Noruega
Filme 3132,Terror,Éric Lartigau,10,1963,7.0,México
Filme 2579,Guerra,Paul King,16,1931,8.7,Noruega
Filme 4295,Sátira,Sylvester Stallone,18,1941,6.5,Irlanda
Filme 50,Faroeste,Quentin Tarantino,18,2015,7.8,Espanha
Filme 4661,Biografia,Gerard Johnstone,16,1982,8.8,Brasil
Filme 3619,Guerra,Daniel Filho,4,1974,8.0,Noruega
Filme 859,Épico,Lulu Wang,14,1962,6.5,Noruega
Filme 3226,Biografia,Ingmar Bergman,12,1982,5.1,Itália
Filme 1073,Fantasia,David Yates,10,2013,5.5,Índia
Filme 720,Animação,Quentin Tarantino,0,1997,5.6,Argentina
Filme 4103,Romance,Juan José Campanella,0,1985,6.2,Reino Unido
Filme 2632,Terror,Roberto Benigni,0,1997,8.9,México
Filme 5298,Comédia,Brian De Palma,4,1934,7.3,Nova Zelândia
Filme 1661,Suspense,Alejandro González Iñárritu,16,1934,7.0,Brasil
Filme 1657,Fantasia,Alejandro González Iñárritu,0,1960,6.2,Dinamarca
Filme 2426,Suspense,Michael Curtiz,18,1996,8.3,Itália
Filme 5124,Sátira,Anthony Russo,4,1971,5.5,França
Filme 4597,Ação,Baz Luhrmann,10,1972,5.8,Dinamarca
Filme 5408,Suspense,Akira Kurosawa,0,1957,9.9,Canadá
Filme 3915,Drama,Paulo Morelli,16,2012,9.6,Irlanda
Filme 3098,Comédia,Sarah Gavron,16,1996,6.9,Nova Zelândia
Filme 4871,Crime,Mike Newell,18,1927,7.8,Coreia do Sul
Filme 3910,Crime,Paulo Morelli,10,2023,8.4,Espanha
Filme 5167,Crime,Michael Hoffman,0,1984,5.5,Japão
Filme 3190,Fantasia,Eric Bress,18,1958,6.2,Espanha
Filme 2935,Ficção Científica,Andy Muschietti,18,2001,6.1,Irlanda
Filme 4491,Biografia,Tom McCarthy,18,2010,8.7,Coreia do Sul
Filme 3680,Documentário,Ivan Reitman,12,1939,6.2,Argentina
Filme 2607,Crime,Irvin Kershner,12,1922,5.3,Japão
Filme 1386,Animação,Chris Columbus,10,1926,5.4,Itália
Filme 4318,Crime,John McTiernan,12,1960,5.8,Nova Zelândia
Filme 1400,Guerra,Chris Columbus,12,2022,9.4,Argentina
Filme 1196,Guerra,James Cameron,4,2001,8.5,Suécia
Filme 1409,Comédia,F.W. Murnau,4,1965,4.8,Austrália
Filme 1846,Suspense,Ryan Coogler,14,1950,6.2,Itália
Filme 1799,Suspense,William Friedkin,10,1969,8.6,Noruega
Filme 1476,Ação,Joel Coen,18,1940,8.3,Suécia
Filme 3810,Épico,Caito Ortiz,10,1980,6.7,Espanha
Filme 36,Ficção Científica,Alfonso Cuarón,16,2013,7.7,Suécia
Filme 4420,Documentário,John Lasseter,14,1994,6.3,Argentina
Filme 2346,Terror,Julius Avery,0,1966,6.5,Itália
Filme 3760,Histórico,Marcus Baldini,0,1985,4.8,Argentina
Filme 3313,Drama,Spike Jonze,4,1965,7.4,Índia
Filme 2360,Histórico,Michael Chaves,4,2000,5.3,Argentina
Filme 3007,Suspense,Edward Zwick,14,1968,7.4,Japão
Filme 2207,Faroeste,Afonso Poyart,4,1920,6.0,Japão
Filme 4090,Animação,Juan José Campanella,14,1966,8.6,Espanha
Filme 4668,Biografia,Todd Field,14,1942,6.2,Canadá
Filme 3180,Crime,Eric Bress,18,1998,5.2,Argentina
Filme 1287,Épico,Milos Forman,16,1990,5.1,Japão
Filme 350,Musical,Lulu Wang,16,1998,9.1,Espanha
Filme 2138,Musical,Steven Spilberg,18,1960,7.2,Nova Zelândia
Filme 2692,Épico,Matt Ross,4,1942,8.2,México
Filme 4976,Musical,Joe Wright,10,1977,6.8,Suécia
Filme 3699,Aventura,Ivan Reitman,0,1949,6.6,Noruega
Filme 1682,Suspense,Sofia Coppola,18,1989,5.7,Estados Unidos
Filme 4606,Faroeste,Baz Luhrmann,14,2000,6.9,Itália
Filme 1444,Drama,Damien Chazelle,12,1963,8.8,França
Filme 3840,Animação,Mark Dindal,14,2002,4.5,Argentina
Filme 3216,Faroeste,Quentin Tarantino,10,1979,9.1,Suécia
Filme 1672,Drama,Sofia Coppola,0,1970,7.7,México
Filme 3492,Épico,Fernando Coimbra,14,1990,6.1,México
Filme 1180,Aventura,Peter Jackson,14,1964,5.5,Argentina
Filme 2799,Romance,Michel Gondry,14,1962,9.4,Noruega
Filme 1693,Biografia,Jean-Pierre Jeunet,0,1966,6.4,Índia
Filme 4341,Sátira,George P. Cosmatos,12,1988,9.7,Brasil
Filme 373,Drama,Greta Gerwig,16,2014,6.0,Índia
Filme 3056,Animação,James Marsh,0,2010,5.7,Suécia
Filme 4185,Crime,Anna Muylaert,12,1961,5.4,Alemanha
Filme 1917,Ficção Científica,Robert Zemeckis,0,2008,9.6,Dinamarca
Filme 1358,Drama,Fritz Lang,0,1961,7.4,Nova Zelândia
Filme 1826,Faroeste,Charlie Kaufman,12,1993,9.2,Itália
Filme 787,Biografia,Ridley Scott,4,1967,8.7,Japão
Filme 470,Suspense,Taika Waititi,14,2010,7.1,Espanha
Filme 141,Ação,Francis Lawrence,14,2014,6.6,Brasil
Filme 789,Terror,Ridley Scott,10,1927,5.3,Austrália
Filme 324,Suspense,Jordan Peele,16,2019,6.8,França
Filme 51,Guerra,Quentin Tarantino,18,2009,8.3,Coreia do Sul
Filme 715,Guerra,Quentin Tarantino,10,2007,7.6,Irlanda
Filme 4885,Faroeste,Todd Phillips,14,1947,5.1,Alemanha
Filme 2841,Aventura,Olivia Wilde,18,1985,9.6,Brasil
Filme 2447,Fantasia,Rob Marshall,4,1995,9.0,Japão
Filme 5231,Sátira,Eric Bress,10,1949,6.8,Coreia do Sul
Filme 5004,Animação,Nick Cassavetes,18,1920,4.8,França
Filme 4810,Ficção Científica,Rob Cohen,12,1962,6.6,Espanha
Filme 4995,Romance,Joe Wright,4,1965,8.8,Irlanda
Filme 3571,Ficção Científica,José Henrique Fonseca,16,2019,5.6,Coreia do Sul
Filme 2667,Histórico,James Mangold,18,1940,9.1,Japão
Filme 407,Ficção Científica,Barry Jenkins,14,1982,6.8,Japão
Filme 3977,Guerra,Nicolas Winding Refn,12,1963,7.6,Dinamarca
Filme 1005,Drama,Alfred Hitchcock,10,1958,9.1,Alemanha
Filme 3558,Romance,Selton Mello,0,1922,4.9,Nova Zelândia
Filme 891,Guerra,Christopher Nolan,12,2014,8.2,Coreia do Sul
Filme 2412,Romance,Michael Curtiz,12,1946,7.3,México
Filme 2546,Drama,Akira Kurosawa,10,2013,8.6,Itália
Filme 5170,Musical,Todd Phillips,4,2003,4.8,Espanha
Filme 2391,Romance,James Gunn,18,1989,6.7,Coreia do Sul
Filme 4377,Suspense,Clint Eastwood,0,2004,8.0,Dinamarca
Filme 43,Aventura,Steven Spielberg,14,1981,8.4,Reino Unido
Filme 2831,Romance,Noah Baumbach,12,2022,6.1,Coreia do Sul
Filme 3916,Sátira,Paulo Morelli,16,1995,9.4,Suécia
Filme 3372,Documentário,Robert Wiene,0,1993,7.0,México
Filme 3023,Biografia,Mel Gibson,14,1940,7.8,Reino Unido
Filme 3365,Guerra,Lee Unkrich,14,1967,5.6,Alemanha
Filme 304,Drama,João Batista de Andrade,16,1981,7.5,França
Filme 4911,Documentário,Gary Ross,18,1946,9.8,Coreia do Sul
Filme 12,Drama,Robert Zemeckis,18,1994,8.8,México
Filme 665,Sátira,Sidney Lumet,12,2001,8.3,Alemanha
Filme 1178,Guerra,Peter Jackson,4,1940,9.5,Nova Zelândia
Filme 3293,Faroeste,Bob Persichetti,14,1996,7.1,Índia
Filme 2677,Aventura,Matt Ross,10,2008,5.8,Dinamarca
Filme 1948,Ação,Bong Joon-ho,12,1959,9.6,Canadá
Filme 2502,Documentário,Christopher McQuarrie,10,1926,9.9,Estados Unidos
Filme 1474,Romance,Joel Coen,0,2003,6.8,China
Filme 2864,Aventura,James Gray,10,1995,9.5,França
Filme 2376,Comédia,Michael Chaves,12,1990,9.2,Suécia
Filme 2133,Musical,Steven Spilberg,10,2019,6.9,Índia
Filme 1027,Biografia,Hayao Miyazaki,4,1993,5.7,Japão
Filme 2990,Histórico,Edward Zwick,4,1968,6.5,Espanha
Filme 962,Documentário,David Lean,0,1986,6.6,Estados Unidos
Filme 2890,Ficção Científica,Fernando Meirelles,14,1920,5.5,Espanha
Filme 3022,Drama,Mel Gibson,0,1965,8.4,Estados Unidos
Filme 3016,Drama,Mel Gibson,10,1936,8.3,Suécia
Filme 5061,Ação,Christian Ditter,0,2018,5.8,Brasil
Filme 3339,Documentário,Matt Bettinelli-Olpin,14,2001,8.2,Noruega
Filme 2010,Faroeste,Stanley Donen,0,1927,8.2,Espanha
Filme 2150,Terror,Steven Spilberg,10,2009,9.8,Espanha
Filme 3932,Guerra,Damián Szifron,12,1965,6.7,México
Filme 2339,Aventura,Julius Avery,14,1997,8.4,Noruega
Filme 736,Terror,Wes Anderson,10,1998,9.7,Suécia
Filme 305,Comédia,Roman Polanski,14,2016,6.6,Alemanha
Filme 1441,Histórico,Damien Chazelle,4,1963,7.2,Brasil
Filme 1497,Comédia,Darren Aronofsky,18,2017,5.1,Dinamarca
Filme 2653,Comédia,James Mangold,12,1958,8.5,Índia
Filme 2876,Fantasia,James Gray,16,1941,8.2,Suécia
Filme 917,Aventura,Steven Spielberg,10,1983,5.7,Dinamarca
Filme 4548,Faroeste,Jerry Zucker,4,1968,8.8,Canadá
Filme 711,Documentário,Martin Scorsese,0,1951,7.5,Coreia do Sul
Filme 5026,Sátira,Thea Sharrock,18,1998,8.0,Itália
Filme 4802,Suspense,Chris Weitz,12,2002,9.3,Estados Unidos
Filme 2773,Sátira,Andrew Niccol,18,1952,6.3,Índia
Filme 1625,Épico,Chad Stahelski,18,2000,9.8,Alemanha
Filme 4320,Fantasia,John McTiernan,16,1947,7.1,Argentina
Filme 822,Fantasia,Greta Gerwig,14,1999,5.3,Estados Unidos
Filme 3905,Ação,Paulo Morelli,18,1987,6.5,Alemanha
Filme 1355,Ficção Científica,Vittorio De Sica,16,1992,9.5,Irlanda
Filme 5147,Guerra,Michael Hoffman,12,1981,7.9,Japão
Filme 851,Ficção Científica,Lulu Wang,16,1975,7.2,Coreia do Sul
Filme 3351,Suspense,Lee Unkrich,0,1961,9.6,Coreia do Sul
Filme 1001,Ação,Alfred Hitchcock,14,1980,7.2,Brasil
Filme 4796,Romance,Chris Weitz,10,1931,6.2,Suécia
Filme 19,Ficção Científica,Irvin Kershner,10,1980,8.7,Noruega
Filme 1638,Ação,Chad Stahelski,10,2019,7.7,Nova Zelândia
Filme 1668,Biografia,Sofia Coppola,12,1959,5.9,Canadá
Filme 494,Animação,Ridley Scott,0,1988,5.5,China
Filme 3174,Histórico,João Batista de Andrade,10,2022,9.9,China
Filme 4371,Crime,M. Night Shyamalan,16,2000,7.8,Coreia do Sul
Filme 1348,Guerra,Vittorio De Sica,4,2012,6.6,Canadá
Filme 3019,Aventura,Mel Gibson,16,1956,4.8,Noruega
Filme 5025,Ação,Thea Sharrock,16,1960,6.5,Alemanha
Filme 3231,Fantasia,Ingmar Bergman,18,1983,7.3,Coreia do Sul
Filme 3853,Fantasia,Luiz Fernando Carvalho,16,1952,4.2,Índia
Filme 4826,Suspense,Rob Cohen,16,1956,7.3,Itália
Filme 2829,Documentário,Noah Baumbach,14,2020,6.2,Austrália
Filme 688,Épico,Roberto Rossellini,4,2002,6.7,Canadá
Filme 1113,Romance,Roberto Santucci,12,1977,5.7,Índia
Filme 3233,Drama,Ingmar Bergman,10,1984,8.7,Índia
Filme 1609,Biografia,Jim Jarmusch,10,2011,6.3,Austrália
Filme 5008,Ação,Nick Cassavetes,10,2011,4.9,Canadá
Filme 4031,Sátira,Luc Besson,10,1974,4.8,Coreia do Sul
Filme 1010,Aventura,Alfred Hitchcock,0,1988,8.6,Espanha
Filme 3292,Biografia,Bob Persichetti,0,2020,6.8,México
Filme 2409,Documentário,Michael Curtiz,4,1997,5.4,Austrália
Filme 1093,Sátira,George Lucas,18,1949,5.5,Índia
Filme 1328,Biografia,Francis Lawrence,12,1953,9.9,Canadá
Filme 5064,Fantasia,Christian Ditter,16,1975,9.3,França
Filme 1678,Sátira,Sofia Coppola,10,2014,8.2,Nova Zelândia
Filme 2000,Faroeste,Stanley Donen,18,1999,9.7,Argentina
Filme 1311,Romance,Bill Condon,10,2019,5.4,Coreia do Sul
Filme 3785,Romance,Cláudio Torres,12,1979,6.9,Alemanha
Filme 3615,Crime,Daniel Filho,14,1963,9.1,Irlanda
Filme 3856,Musical,Luiz Fernando Carvalho,0,2012,9.6,Suécia
Filme 1988,Aventura,Frank Capra,16,1954,7.2,Canadá
Filme 4655,Musical,Gerard Johnstone,4,1963,7.3,Irlanda
Filme 345,Fantasia,Ridley Scott,18,1990,7.2,Alemanha
Filme 5362,Guerra,José Padilha,12,2025,7.1,Estados Unidos
Filme 987,Faroeste,Guel Arraes,12,1996,7.2,Japão
Filme 588,Biografia,Wes Anderson,16,1996,8.6,Canadá
Filme 2792,Biografia,Michel Gondry,4,1926,4.7,México
Filme 4688,Crime,Mark Mylod,14,1954,5.2,Canadá
Filme 3681,Animação,Ivan Reitman,12,1985,9.5,Brasil
Filme 4406,Faroeste,John Lasseter,4,1961,9.1,Itália
Filme 3486,Drama,Ruben Östlund,16,2005,6.1,Itália
Filme 3660,Suspense,Pedro Amorim,12,1987,8.9,Argentina
Filme 3589,Musical,Carlos Diegues,14,1984,8.1,Austrália
Filme 3290,Ficção Científica,Bob Persichetti,10,1949,5.9,Espanha
Filme 1143,Suspense,Francis Ford Coppola,12,2014,7.8,Reino Unido
Filme 2359,Sátira,Julius Avery,10,1981,8.7,Noruega
Filme 3265,Fantasia,Alex Garland,14,2009,7.2,Alemanha
Filme 1199,Drama,James Cameron,0,1999,8.6,Noruega
Filme 86,Comédia,Selton Mello,12,2011,7.1,Itália
Filme 1519,Crime,Victor Fleming,16,1956,5.8,Noruega
Filme 517,Drama,Taika Waititi,0,1976,6.9,Dinamarca
Filme 1382,Aventura,Chris Columbus,12,1972,5.7,Estados Unidos
Filme 3769,Fantasia,Marcus Baldini,12,1995,8.6,Austrália
Filme 2717,Suspense,Sidney Lumet,18,1942,5.5,Dinamarca
Filme 3651,Sátira,Delbert Mann,10,2011,9.0,Coreia do Sul
Filme 1015,Drama,Hayao Miyazaki,0,1958,6.3,Irlanda
Filme 129,Fantasia,Peter Jackson,14,2014,7.4,Austrália
Filme 1365,Épico,Fritz Lang,12,2022,6.8,Alemanha
Filme 4190,Sátira,Anna Muylaert,4,1967,8.9,Espanha
Filme 4394,Romance,Clint Eastwood,18,2003,4.5,China
Filme 3698,Romance,Ivan Reitman,10,1977,4.5,Nova Zelândia
Filme 892,Sátira,Christopher Nolan,4,1961,5.6,México
Filme 2794,Comédia,Michel Gondry,18,1967,4.5,China
Filme 4576,Sátira,Adam McKay,0,2008,6.9,Suécia
Filme 1360,Comédia,Fritz Lang,14,1946,7.3,Argentina
Filme 308,Comédia,Peter Weir,12,1998,8.2,Canadá
Filme 1662,Histórico,Alejandro González Iñárritu,18,1975,6.4,Estados Unidos
Filme 2432,Guerra,Rob Marshall,16,1956,6.9,México
Filme 4375,Romance,M. Night Shyamalan,0,1998,8.6,Irlanda
Filme 1318,Biografia,Francis Lawrence,10,1993,5.6,Nova Zelândia
Filme 3500,Faroeste,Fernando Coimbra,4,1962,4.7,Argentina
Filme 4677,Suspense,Todd Field,18,1920,7.0,Dinamarca
Filme 3250,Musical,Alex Garland,18,1975,6.8,Espanha
Filme 2475,Suspense,Louis Leterrier,14,1988,6.4,Irlanda
